title,url,avg_rating,ratings
AdaLead: A simple and robust adaptive greedy search algorithm for sequence design,https://openreview.net/forum?id=ls8D_-g8-ne,4.5,"['3', '4', '5', '6']"
On the Certified Robustness for Ensemble Models and Beyond,https://openreview.net/forum?id=IUYthV32lbK,4.5,"['5', '3', '4', '6']"
Demystifying Loss Functions for Classification,https://openreview.net/forum?id=jNTeYscgSw8,4.5,"['5', '3', '6', '4']"
f-Domain-Adversarial Learning: Theory and Algorithms for Unsupervised Domain Adaptation with Neural Networks,https://openreview.net/forum?id=WqXAKcwfZtI,4.5,"['4', '5', '5', '4']"
Neural Bayes: A Generic Parameterization Method for Unsupervised Learning,https://openreview.net/forum?id=INXUNEmgbnx,4.5,"['4', '5', '4', '5']"
Supervision Accelerates Pre-training in Contrastive Semi-Supervised Learning of Visual Representations,https://openreview.net/forum?id=m0ECRXO6QlP,4.5,"['4', '4', '6', '4']"
Self-Activating Neural Ensembles for Continual Reinforcement Learning,https://openreview.net/forum?id=Jf24xdaAwF9,4.5,"['4', '4', '4', '6']"
Learning Axioms to Compute Verifiable Symbolic Expression Equivalence Proofs Using Graph-to-Sequence Networks,https://openreview.net/forum?id=PkqwRo2wjuW,4.5,"['4', '5', '6', '3']"
Learning Active Learning in the Batch-Mode Setup with Ensembles of Active Learning Agents,https://openreview.net/forum?id=EBRTjOm_sl1,4.5,"['4', '3', '4', '7']"
End-to-end Quantized Training via Log-Barrier Extensions,https://openreview.net/forum?id=igkmo23BgzB,4.5,"['2', '6', '7', '3']"
Manifold Regularization for Locally Stable Deep Neural Networks,https://openreview.net/forum?id=bhKQ7P7gyLA,4.5,"['4', '4', '5', '5']"
Optimal allocation of data across training tasks in meta-learning,https://openreview.net/forum?id=a4E6SL1rG3F,4.5,"['6', '4', '4', '4']"
Provable Fictitious Play for General Mean-Field Games,https://openreview.net/forum?id=6SXNhWc5HFe,4.5,"['5', '5', '3', '5']"
Differentiable Learning of Graph-like Logical Rules from Knowledge Graphs,https://openreview.net/forum?id=AwPGPgExiYA,4.5,"['5', '4', '3', '6']"
Approximating Pareto Frontier through Bayesian-optimization-directed Robust Multi-objective Reinforcement Learning,https://openreview.net/forum?id=S9MPX7ejmv,4.5,"['5', '5', '5', '3']"
Inner Ensemble Networks: Average Ensemble as an Effective Regularizer,https://openreview.net/forum?id=cgRzg1V9su,4.5,"['4', '5', '6', '3']"
Learning to Explore with Pleasure,https://openreview.net/forum?id=XqQQlvHvtI,4.5,"['4', '4', '5', '5']"
Model-Based Reinforcement Learning via Latent-Space Collocation,https://openreview.net/forum?id=ku4sJKvnbwV,4.5,"['3', '5', '6', '4']"
Meta-Continual Learning Via Dynamic Programming,https://openreview.net/forum?id=QJc4HWzF7FW,4.5,"['4', '6', '4', '4']"
CAFENet: Class-Agnostic Few-Shot Edge Detection Network,https://openreview.net/forum?id=LnVNgfvrQjC,4.5,"['4', '6', '4', '4']"
Improving Mutual Information based Feature Selection by Boosting Unique Relevance,https://openreview.net/forum?id=zWvMjL6o60V,4.5,"['4', '8', '2', '4']"
Recurrently Controlling a Recurrent Network with Recurrent Networks Controlled by More Recurrent Networks,https://openreview.net/forum?id=gnAGreyEzP2,4.5,"['4', '3', '6', '5']"
Self-Labeling of Fully Mediating Representations by Graph Alignment,https://openreview.net/forum?id=XEw5Onu69uu,4.5,"['4', '5', '5', '4']"
CDT: Cascading Decision Trees for Explainable Reinforcement Learning,https://openreview.net/forum?id=WdOCkf4aCM,4.5,"['4', '4', '5', '5']"
A new accelerated gradient method inspired by continuous-time perspective,https://openreview.net/forum?id=0DALDI-xyW4,4.5,"['6', '4', '4', '4']"
Intervention Generative Adversarial Nets,https://openreview.net/forum?id=KTEde38blNB,4.5,"['3', '6', '2', '7']"
PGPS : Coupling Policy Gradient with Population-based Search,https://openreview.net/forum?id=PeT5p3ocagr,4.5,"['5', '5', '3', '5']"
Dynamically Stable Infinite-Width Limits of Neural Classifiers,https://openreview.net/forum?id=qoTcTS9-IZ-,4.5,"['4', '5', '6', '3']"
SoCal: Selective Oracle Questioning for Consistency-based Active Learning of Physiological Signals,https://openreview.net/forum?id=GtCq61UFDId,4.5,"['4', '5', '5', '4']"
Imagine That! Leveraging Emergent Affordances for 3D Tool Synthesis,https://openreview.net/forum?id=y2I4gyAGlCB,4.5,"['5', '4', '5', '4']"
CAT-SAC: Soft Actor-Critic with Curiosity-Aware Entropy Temperature,https://openreview.net/forum?id=paE8yL0aKHo,4.5,"['6', '4', '4', '4']"
Learning to Observe with Reinforcement Learning,https://openreview.net/forum?id=65sCF5wmhpv,4.5,"['3', '6', '5', '4']"
Revisiting Prioritized Experience Replay: A Value Perspective,https://openreview.net/forum?id=jAJrc-kzVd0,4.5,"['4', '5', '3', '6']"
One-class Classification Robust to Geometric Transformation,https://openreview.net/forum?id=oY7La6DBTLx,4.5,"['4', '6', '5', '3']"
Distributed Training of Graph Convolutional Networks using Subgraph Approximation,https://openreview.net/forum?id=4zr9e5xwZ9Y,4.5,"['5', '4', '5', '4']"
Domain-slot Relationship Modeling using  a Pre-trained Language Encoder for Multi-Domain Dialogue State Tracking,https://openreview.net/forum?id=rmd-D7h_2zP,4.5,"['4', '6', '3', '5']"
3D Scene Compression through Entropy  Penalized Neural Representation Functions,https://openreview.net/forum?id=PO0SuuafSX,4.5,"['5', '5', '4', '4']"
Self-supervised Disentangled Representation Learning,https://openreview.net/forum?id=gMRmCMoObrW,4.5,"['4', '4', '5', '5']"
InvertGAN: Reducing mode collapse with multi-dimensional Gaussian Inversion,https://openreview.net/forum?id=drEe_dOHE_,4.5,"['6', '5', '4', '3']"
Towards Data Distillation for End-to-end Spoken Conversational Question Answering,https://openreview.net/forum?id=-qB7ZgRNRq,4.5,"['4', '4', '5', '5']"
Probabilistic Mixture-of-Experts for Efficient Deep Reinforcement Learning,https://openreview.net/forum?id=LtgEkhLScK3,4.5,"['3', '6', '3', '6']"
Learning Robust Models by Countering Spurious Correlations,https://openreview.net/forum?id=o21sjfFaU1,4.5,"['3', '5', '6', '4']"
Natural World Distribution via Adaptive Confusion Energy Regularization,https://openreview.net/forum?id=kKwFlM32HV5,4.5,"['4', '5', '4', '5']"
Intriguing class-wise properties of adversarial training,https://openreview.net/forum?id=4CqesJ7GO7Q,4.5,"['4', '4', '4', '6']"
Visual Imitation with Reinforcement Learning using Recurrent Siamese Networks,https://openreview.net/forum?id=MBdafA3G9k,4.5,"['4', '4', '4', '6']"
Interactive Visualization for Debugging RL,https://openreview.net/forum?id=ZN3s7fN-bo,4.5,"['5', '4', '3', '6']"
Multiple Descent: Design Your Own Generalization Curve,https://openreview.net/forum?id=nQxCYIFk7Rz,4.5,"['4', '4', '6', '4']"
Out-of-Distribution Classification and Clustering,https://openreview.net/forum?id=OkXODFHhfum,4.5,"['5', '4', '5', '4']"
Increasing-Margin Adversarial (IMA) training to Improve Adversarial Robustness of Neural Networks,https://openreview.net/forum?id=LDSeViRs4-Q,4.5,"['4', '4', '6', '4']"
Enhancing Visual Representations for Efficient Object Recognition during Online Distillation,https://openreview.net/forum?id=--GJkm7nt0,4.5,"['4', '5', '5', '4']"
Alpha Net: Adaptation with Composition in Classifier Space,https://openreview.net/forum?id=HO80-Z4l0M,4.5,"['3', '8', '3', '4']"
Dissecting graph measures performance for node clustering in LFR parameter space,https://openreview.net/forum?id=HkUfnZFt1Rw,4.5,"['6', '5', '3', '4']"
Drift Detection in Episodic Data: Detect When Your Agent Starts Faltering,https://openreview.net/forum?id=kGvXK_1qzyy,4.5,"['4', '5', '5', '4']"
Decentralized Knowledge Graph Representation Learning,https://openreview.net/forum?id=fw1-fHJpPK,4.5,"['4', '5', '4', '5']"
Structural Knowledge Distillation,https://openreview.net/forum?id=3Jldbtfqfa,4.5,"['4', '5', '4', '5']"
AUBER: Automated BERT Regularization,https://openreview.net/forum?id=SO73JUgks8,4.5,"['5', '4', '4', '5']"
Suppressing Outlier Reconstruction in Autoencoders for Out-of-Distribution Detection,https://openreview.net/forum?id=HQoCa9WODc0,4.5,"['4', '5', '5', '4']"
Informative Outlier Matters: Robustifying Out-of-distribution Detection Using Outlier Mining,https://openreview.net/forum?id=dhQHk8ShEmF,4.5,"['4', '2', '5', '7']"
The simpler the better:  vanilla sgd revisited,https://openreview.net/forum?id=tEFhwX8s1GN,4.5,"['3', '6', '5', '4']"
DC3: A learning method for optimization with hard constraints,https://openreview.net/forum?id=V1ZHVxJ6dSS,4.5,"['3', '3', '6', '6']"
Adaptive Discretization for Continuous Control using Particle Filtering Policy Network,https://openreview.net/forum?id=PAsd7_vP4_,4.5,"['5', '4', '5', '4']"
Information Transfer in Multi-Task Learning,https://openreview.net/forum?id=HowQIZwD_42,4.5,"['6', '4', '4', '4']"
Self-Supervised Variational Auto-Encoders,https://openreview.net/forum?id=zOGdf9K8aC,4.5,"['4', '4', '4', '6']"
About contrastive unsupervised representation learning for classification and its convergence,https://openreview.net/forum?id=0i0IjXuq6J5,4.5,"['6', '4', '5', '3']"
Lyapunov Barrier Policy Optimization,https://openreview.net/forum?id=qUs18ed9oe,4.5,"['4', '6', '4', '4']"
Bi-Real Net V2: Rethinking Non-linearity for 1-bit CNNs and Going Beyond,https://openreview.net/forum?id=9wHe4F-lpp,4.5,"['5', '6', '3', '4']"
"""Hey, that's not an ODE'"": Faster ODE Adjoints with 12 Lines of Code",https://openreview.net/forum?id=bzVsk7bnGdh,4.5,"['5', '4', '4', '5']"
Keep the Gradients Flowing: Using Gradient Flow to study Sparse Network Optimization,https://openreview.net/forum?id=HI0j7omXTaG,4.5,"['5', '3', '5', '5']"
Few-Shot Bayesian Optimization with Deep Kernel Surrogates,https://openreview.net/forum?id=bJxgv5C3sYc,4.5,"['5', '4', '4', '5']"
Information distance for neural network functions,https://openreview.net/forum?id=qHXkE-8c1sQ,4.5,"['5', '3', '4', '6']"
Model information as an analysis tool in deep learning,https://openreview.net/forum?id=DQpwoZgqyZ,4.5,"['4', '6', '4', '4']"
Towards Adversarial Robustness of Bayesian Neural Network through Hierarchical Variational Inference,https://openreview.net/forum?id=Cue2ZEBf12,4.5,"['5', '5', '3', '5']"
Causal Curiosity: RL Agents Discovering Self-supervised Experiments for Causal Representation Learning,https://openreview.net/forum?id=Q2iaAc-4I1v,4.5,"['5', '6', '5', '2']"
DJMix: Unsupervised Task-agnostic Augmentation for Improving Robustness,https://openreview.net/forum?id=0n3BaVlNsHI,4.5,"['4', '5', '4', '5']"
Adaptive Stacked Graph Filter,https://openreview.net/forum?id=6VPl9khIMz,4.5,"['4', '5', '4', '5']"
RankingMatch: Delving into Semi-Supervised Learning with Consistency Regularization and Ranking Loss,https://openreview.net/forum?id=T1EMbxGNEJC,4.5,"['6', '3', '5', '4']"
Dataset Curation Beyond Accuracy,https://openreview.net/forum?id=R7aFOrR0b2,4.5,"['4', '4', '4', '6']"
Deep Goal-Oriented Clustering,https://openreview.net/forum?id=ALSupSRaBH,4.5,"['3', '4', '5', '6']"
Training Data Generating Networks: Linking 3D Shapes and Few-Shot Classification,https://openreview.net/forum?id=NL40q_yuavv,4.5,"['5', '4', '6', '3']"
Diverse Exploration via InfoMax Options,https://openreview.net/forum?id=OtAnbr1OQAW,4.5,"['5', '4', '5', '4']"
Bayesian neural network parameters provide insights into the earthquake rupture physics.,https://openreview.net/forum?id=6Lhv4x2_9pw,4.5,"['6', '4', '4', '4']"
Redefining Self-Normalization Property,https://openreview.net/forum?id=gfwfOskyzSx,4.5,"['4', '5', '5', '4']"
Autonomous Learning of Object-Centric Abstractions for High-Level Planning,https://openreview.net/forum?id=PmVfnB0nkqr,4.5,"['6', '5', '4', '3']"
Generalizing Complex/Hyper-complex Convolutions to Vector Map Convolutions,https://openreview.net/forum?id=K398CuAKVKB,4.5,"['5', '4', '4', '5']"
Continual learning with neural activation importance,https://openreview.net/forum?id=mxIEptSTK6Z,4.5,"['4', '4', '6', '4']"
Multi-view Arbitrary Style Transfer,https://openreview.net/forum?id=kg63Tjpmc9Z,4.5,"['6', '4', '3', '5']"
Spatially Decomposed Hinge Adversarial Loss by Local Gradient Amplifier,https://openreview.net/forum?id=p8EpbhCiSsF,4.5,"['7', '3', '5', '3']"
Frequency Decomposition in Neural Processes,https://openreview.net/forum?id=ggNgn8Fhr5Q,4.5,"['3', '4', '5', '6']"
Learning from Demonstrations with Energy based Generative Adversarial Imitation Learning,https://openreview.net/forum?id=c1zLYtHYyQG,4.5,"['5', '4', '5', '4']"
Contrast to Divide: self-supervised pre-training for learning with noisy labels,https://openreview.net/forum?id=uB5x7Y2qsFR,4.5,"['4', '4', '5', '5']"
"With False Friends Like These, Who Can Have Self-Knowledge?",https://openreview.net/forum?id=bQtejwuIqB,4.5,"['4', '3', '4', '7']"
A Deeper Look at Discounting Mismatch in Actor-Critic Algorithms,https://openreview.net/forum?id=ypJS_nyu-I,4.5,"['6', '4', '3', '5']"
Teleport Graph Convolutional Networks,https://openreview.net/forum?id=IpPQmzj4T_,4.5,"['5', '5', '3', '5']"
Explicit Learning Topology for Differentiable Neural Architecture Search,https://openreview.net/forum?id=AFm2njNEE1,4.5,"['4', '4', '5', '5']"
Invariant Batch Normalization for Multi-source Domain Generalization,https://openreview.net/forum?id=0_YzHnuthDf,4.5,"['4', '4', '5', '5']"
Task Calibration for Distributional Uncertainty in Few-Shot Classification,https://openreview.net/forum?id=ba82GniSJdc,4.5,"['4', '4', '6', '4']"
Rethinking the Pruning Criteria for Convolutional Neural Network,https://openreview.net/forum?id=ZD7Ll4pAw7C,4.5,"['5', '5', '5', '3']"
General Adversarial Defense via Pixel Level and Feature Level Distribution Alignment,https://openreview.net/forum?id=VcCZDjZiqFf,4.5,"['6', '4', '3', '5']"
Certifying Robustness of Graph Laplacian Based Semi-Supervised Learning,https://openreview.net/forum?id=cQyybLUoXxc,4.5,"['5', '4', '4', '5']"
Differentiable Optimization of Generalized Nondecomposable Functions using Linear Programs,https://openreview.net/forum?id=CaCHjsqCBJV,4.5,"['3', '6', '4', '5']"
Cross-Modal Domain Adaptation for Reinforcement Learning,https://openreview.net/forum?id=0owsv3F-fM,4.5,"['5', '4', '5', '4']"
Relevance Attack on Detectors,https://openreview.net/forum?id=_b8l7rVPe8z,4.5,"['4', '5', '3', '6']"
Global Self-Attention Networks,https://openreview.net/forum?id=KiFeuZu24k,4.5,"['5', '4', '5', '4']"
ProSelfLC: Progressive Self Label Correction for Training Robust Deep Neural Networks,https://openreview.net/forum?id=5SST78xEh4A,4.5,"['4', '4', '5', '5']"
Non-Inherent Feature Compatible Learning,https://openreview.net/forum?id=2wjKRmraNan,4.5,"['5', '5', '2', '6']"
L2E: Learning to Exploit Your Opponent,https://openreview.net/forum?id=m4PC1eUknQG,4.5,"['6', '4', '3', '5']"
GN-Transformer: Fusing AST and Source Code information in Graph Networks,https://openreview.net/forum?id=XavM6v_q59q,4.5,"['3', '5', '5', '5']"
LAYER SPARSITY IN NEURAL NETWORKS,https://openreview.net/forum?id=UFWnZn2v0bV,4.5,"['4', '5', '5', '4']"
Is Retriever Merely an Approximator of Reader?,https://openreview.net/forum?id=dvXFpV6boX,4.4,"['2', '4', '5', '8', '3']"
MQES: Max-Q Entropy Search for Efficient Exploration in Continuous Reinforcement Learning,https://openreview.net/forum?id=98ntbCuqf4i,4.4,"['4', '3', '5', '6', '4']"
SEQUENCE-LEVEL FEATURES: HOW GRU AND LSTM CELLS CAPTURE N-GRAMS,https://openreview.net/forum?id=Au1gNqq4brw,4.4,"['4', '6', '3', '5', '4']"
Robust Multi-Agent Reinforcement Learning Driven by Correlated Equilibrium,https://openreview.net/forum?id=JvPsKam58LX,4.4,"['5', '4', '3', '6', '4']"
Adversarial Meta-Learning,https://openreview.net/forum?id=Z_3x5eFk1l-,4.4,"['5', '6', '4', '4', '3']"
Identifying Informative Latent Variables Learned by GIN via Mutual Information,https://openreview.net/forum?id=Mub9VkGZoZe,4.4,"['3', '6', '5', '4', '4']"
Chameleon: Learning Model Initializations Across Tasks With Different Schemas,https://openreview.net/forum?id=-J9xYzP2HD,4.4,"['6', '6', '4', '3', '3']"
Manifold-aware Training: Increase Adversarial Robustness with Feature Clustering,https://openreview.net/forum?id=mOO-LfEVZK,4.4,"['4', '5', '7', '1', '5']"
Flatness is a Flase Friend,https://openreview.net/forum?id=I6-3mg29P6y,4.33,"['4', '6', '3']"
Episodic Memory for Learning Subjective-Timescale Models,https://openreview.net/forum?id=8Xi5MLFE_IW,4.33,"['4', '4', '5']"
Faster Federated Learning with Decaying Number of Local SGD Steps,https://openreview.net/forum?id=NibHms070zC,4.33,"['4', '4', '5']"
Regression from Upper One-side Labeled Data,https://openreview.net/forum?id=6c6KZUdm1Nq,4.33,"['5', '4', '4']"
Invariant Causal Representation Learning,https://openreview.net/forum?id=K4wkUp5xNK,4.33,"['5', '4', '4']"
A Chaos Theory Approach to Understand Neural Network Optimization,https://openreview.net/forum?id=37Fh1MiR5Ze,4.33,"['4', '5', '4']"
Hard Masking for Explaining Graph Neural Networks,https://openreview.net/forum?id=uDN8pRAdsoC,4.33,"['4', '4', '5']"
SAD: Saliency Adversarial Defense without Adversarial Training,https://openreview.net/forum?id=auAe8kqRe7f,4.33,"['5', '4', '4']"
Fast 3D Acoustic Scattering via Discrete Laplacian Based Implicit Function Encoders,https://openreview.net/forum?id=ysXk8cCHcQN,4.33,"['6', '4', '3']"
AUL is a better optimization metric  in PU learning,https://openreview.net/forum?id=2NU7a9AHo-6,4.33,"['3', '5', '5']"
Encoded Prior Sliced Wasserstein AutoEncoder for learning latent manifold representations,https://openreview.net/forum?id=5L8XMh667qz,4.33,"['4', '4', '5']"
AC-VAE: Learning Semantic Representation with VAE for Adaptive Clustering,https://openreview.net/forum?id=o7YTArVXdEW,4.33,"['5', '3', '5']"
Solving NP-Hard Problems on Graphs with Extended AlphaGo Zero,https://openreview.net/forum?id=0_ao8yS2eBw,4.33,"['4', '5', '4']"
A spherical analysis of Adam with Batch Normalization,https://openreview.net/forum?id=jHykXSIk3ch,4.33,"['5', '4', '4']"
No Feature Is An Island: Adaptive Collaborations Between Features Improve Adversarial Robustness,https://openreview.net/forum?id=UkxdauhUYnu,4.33,"['4', '5', '4']"
Learning Blood Oxygen from Respiration Signals,https://openreview.net/forum?id=cmcwUBKeoUH,4.33,"['3', '6', '4']"
Uniform-Precision Neural Network Quantization via Neural Channel Expansion,https://openreview.net/forum?id=oGq4d9TbyIA,4.33,"['5', '4', '4']"
Variational saliency maps for explaining model's behavior,https://openreview.net/forum?id=x2ywTOFM4xt,4.33,"['4', '5', '4']"
Novelty Detection with Rotated Contrastive Predictive Coding,https://openreview.net/forum?id=5IxMM3wSLDm,4.33,"['4', '3', '6']"
Augmentation-Interpolative AutoEncoders for Unsupervised Few-Shot Image Generation,https://openreview.net/forum?id=o2N6AYOp31,4.33,"['4', '4', '5']"
Modeling Human Development: Effects of Blurred Vision on Category Learning in CNNs,https://openreview.net/forum?id=qyVbUbYL2C,4.33,"['4', '5', '4']"
FOC OSOD: Focus on Classification One-Shot Object Detection,https://openreview.net/forum?id=r7qgus1bZ2,4.33,"['5', '4', '4']"
R-LAtte: Attention Module for Visual Control via Reinforcement Learning,https://openreview.net/forum?id=D4QFCXGe_z2,4.33,"['4', '4', '5']"
Multi-agent Deep FBSDE Representation For Large Scale  Stochastic Differential Games,https://openreview.net/forum?id=UoAFJMzCNM,4.33,"['5', '3', '5']"
DIET-SNN: A Low-Latency Spiking Neural Network with Direct Input Encoding & Leakage and Threshold Optimization,https://openreview.net/forum?id=u_bGm5lrm72,4.33,"['6', '3', '4']"
Self-Supervised Time Series Representation Learning by Inter-Intra Relational Reasoning,https://openreview.net/forum?id=qFQTP00Q0kp,4.33,"['3', '5', '5']"
Online Limited Memory Neural-Linear Bandits,https://openreview.net/forum?id=F_txysyDFbw,4.33,"['5', '5', '3']"
Bayesian Learning to Optimize: Quantifying the Optimizer Uncertainty,https://openreview.net/forum?id=4artD3N3xB0,4.33,"['4', '6', '3']"
On the Dynamic Regret of Online Multiple Mirror Descent,https://openreview.net/forum?id=RepN5K31PT3,4.33,"['4', '5', '4']"
"Convolutional Neural Networks are not invariant to translation, but they can learn to be",https://openreview.net/forum?id=WUTkGqErZ9,4.33,"['5', '4', '4']"
Aspect-based Sentiment Classification via Reinforcement Learning,https://openreview.net/forum?id=bfTUfrqL6d,4.33,"['5', '5', '3']"
Refine and Imitate: Reducing Repetition and Inconsistency in Dialogue Generation via Reinforcement Learning and Human Demonstration,https://openreview.net/forum?id=JthLaV0RsV,4.33,"['3', '6', '4']"
Anomaly detection in dynamical systems from measured time series,https://openreview.net/forum?id=Whq-nTgCbNR,4.33,"['4', '5', '4']"
A New Variant of Stochastic Heavy ball Optimization Method for Deep Learning,https://openreview.net/forum?id=TTnPcO6kK5,4.33,"['6', '3', '4']"
Local SGD Meets Asynchrony,https://openreview.net/forum?id=kqDCPX7eWS,4.33,"['5', '4', '4']"
Deepening Hidden Representations from Pre-trained Language Models,https://openreview.net/forum?id=a9nIWs-Orh,4.33,"['4', '5', '4']"
Artificial GAN Fingerprints: Rooting Deepfake Attribution in Training Data,https://openreview.net/forum?id=tzfpltOnsJZ,4.33,"['4', '3', '6']"
Unbiased learning with State-Conditioned Rewards in Adversarial Imitation Learning,https://openreview.net/forum?id=bIwkmDnSeu,4.33,"['4', '4', '5']"
FedMes: Speeding Up Federated Learning with Multiple Edge Servers,https://openreview.net/forum?id=kuqBCnJuD4Z,4.33,"['3', '5', '5']"
Defuse: Debugging Classifiers Through Distilling Unrestricted Adversarial Examples,https://openreview.net/forum?id=3R--2TdxMps,4.33,"['3', '6', '4']"
Enabling Efficient On-Device Self-supervised Contrastive Learning by Data Selection,https://openreview.net/forum?id=2fadDWoYCUy,4.33,"['4', '5', '4']"
An Examination of Preference-based Reinforcement Learning for Treatment Recommendation,https://openreview.net/forum?id=uxYjVEXx48i,4.33,"['4', '4', '5']"
Learning Predictive Communication by Imagination in Networked System Control,https://openreview.net/forum?id=8CjVaaSSVxg,4.33,"['4', '4', '5']"
Distribution Based MIL Pooling Filters are Superior to Point Estimate Based Counterparts,https://openreview.net/forum?id=KRKGJrbPcKE,4.33,"['4', '4', '5']"
Generating Unobserved Alternatives: A Case Study through Super-Resolution and Decompression,https://openreview.net/forum?id=_EQxgdRFUHG,4.33,"['4', '5', '4']"
Hypersphere Face Uncertainty Learning,https://openreview.net/forum?id=_0shJdtXI1f,4.33,"['6', '3', '4']"
ResPerfNet: Deep Residual Learning for Regressional Performance Modeling of Deep Neural Networks,https://openreview.net/forum?id=me5hEszKra4,4.33,"['4', '4', '5']"
Approximate Birkhoff-von-Neumann decomposition: a differentiable approach,https://openreview.net/forum?id=IpsTSvfIB6,4.33,"['4', '4', '5']"
Second-Moment Loss: A Novel Regression Objective for Improved Uncertainties,https://openreview.net/forum?id=5ZFeGYBBPgs,4.33,"['3', '4', '6']"
Adaptive Dataset Sampling by Deep Policy Gradient,https://openreview.net/forum?id=t2C42s67gsQ,4.33,"['5', '3', '5']"
Subspace Clustering via Robust Self-Supervised Convolutional Neural Network,https://openreview.net/forum?id=WkKsWwxnAkt,4.33,"['5', '3', '5']"
Feature-Robust Optimal Transport for High-Dimensional Data,https://openreview.net/forum?id=zI38PZQHWKj,4.33,"['3', '4', '6']"
Synthesising Realistic Calcium Imaging Data of Neuronal Populations Using GAN,https://openreview.net/forum?id=14nC8HNd4Ts,4.33,"['3', '5', '5']"
Training-Free Uncertainty Estimation for Dense Regression: Sensitivity as a Surrogate,https://openreview.net/forum?id=3cCWBFRuZBI,4.33,"['6', '3', '4']"
Learn2Weight: Weights Transfer Defense against Similar-domain Adversarial Attacks,https://openreview.net/forum?id=1-j4VLSHApJ,4.33,"['3', '6', '4']"
Visible and Invisible: Causal Variable Learning and its Application in a Cancer Study,https://openreview.net/forum?id=cCwbeIZfOqX,4.33,"['3', '3', '7']"
String Theory: Parsed Categoric Encodings with Automunge,https://openreview.net/forum?id=Dh29CAlnMW,4.33,"['6', '3', '4']"
GENERATIVE MODEL-ENHANCED HUMAN MOTION PREDICTION,https://openreview.net/forum?id=trPMYEn1FCX,4.25,"['3', '4', '5', '5']"
Representation and Bias in Multilingual NLP: Insights from Controlled Experiments on Conditional Language Modeling,https://openreview.net/forum?id=dKwmCtp6YI,4.25,"['6', '4', '4', '3']"
Connection-Adaptive Meta-Learning,https://openreview.net/forum?id=XSVrZvmwVR9,4.25,"['5', '4', '3', '5']"
Run Away From your Teacher: a New Self-Supervised Approach Solving the Puzzle of BYOL,https://openreview.net/forum?id=tij5dHg5Hk,4.25,"['5', '3', '6', '3']"
Joint Learning of Full-structure Noise in Hierarchical Bayesian Regression Models,https://openreview.net/forum?id=yRP4_BOxdu,4.25,"['5', '4', '4', '4']"
Deep Ecological Inference,https://openreview.net/forum?id=mxfRhLgLg_,4.25,"['3', '7', '4', '3']"
Uncertainty for deep image classifiers on out of distribution data. ,https://openreview.net/forum?id=JzG0n48hRf,4.25,"['5', '4', '6', '2']"
Pretrain-to-Finetune Adversarial Training via Sample-wise Randomized Smoothing,https://openreview.net/forum?id=Te1aZ2myPIu,4.25,"['4', '4', '5', '4']"
Leveraging affinity cycle consistency to isolate factors of variation in learned representations,https://openreview.net/forum?id=Hr-cI3LMKb8,4.25,"['6', '3', '4', '4']"
Transformer protein language models are unsupervised structure learners,https://openreview.net/forum?id=fylclEqgvgd,4.25,"['4', '3', '5', '5']"
Transferred Discrepancy: Quantifying the Difference Between Representations,https://openreview.net/forum?id=lkDjGgdZAMA,4.25,"['3', '5', '5', '4']"
Convergence Proof for Actor-Critic Methods Applied to PPO and RUDDER,https://openreview.net/forum?id=0hMthVxlS89,4.25,"['5', '4', '4', '4']"
Two steps at a time --- taking GAN training in stride with Tseng's method,https://openreview.net/forum?id=Yj4mmVB_l6,4.25,"['5', '4', '4', '4']"
NETWORK ROBUSTNESS TO PCA PERTURBATIONS,https://openreview.net/forum?id=oxRaiMDSzwr,4.25,"['7', '3', '3', '4']"
Minimum Description Length Recurrent Neural Networks,https://openreview.net/forum?id=2Ey_1FeNtOC,4.25,"['3', '4', '6', '4']"
ChemistryQA: A Complex Question Answering Dataset from Chemistry,https://openreview.net/forum?id=oeHTRAehiFF,4.25,"['5', '3', '4', '5']"
Identifying Treatment Effects under Unobserved Confounding by Causal Representation Learning,https://openreview.net/forum?id=D3TNqCspFpM,4.25,"['4', '6', '3', '4']"
On the use of linguistic similarities to improve Neural Machine Translation for African Languages,https://openreview.net/forum?id=Q5ZxoD2LqcI,4.25,"['6', '3', '4', '4']"
A Gradient-based Kernel Approach for Efficient Network Architecture Search,https://openreview.net/forum?id=5fJ0qcwBNr0,4.25,"['4', '3', '4', '6']"
Regularization Cocktails,https://openreview.net/forum?id=2d34y5bRWxB,4.25,"['3', '3', '5', '6']"
Thinking Like Transformers,https://openreview.net/forum?id=TmkN9JmDJx1,4.25,"['4', '4', '3', '6']"
Q-Value Weighted Regression: Reinforcement Learning with Limited Data,https://openreview.net/forum?id=rd_bm8CK7o0,4.25,"['4', '6', '3', '4']"
VideoGen: Generative Modeling of Videos using VQ-VAE and Transformers,https://openreview.net/forum?id=3InxcRQsYLf,4.25,"['4', '5', '4', '4']"
Learning without Forgetting: Task Aware Multitask Learning for Multi-Modality Tasks,https://openreview.net/forum?id=kJVVgJ-yCq,4.25,"['4', '4', '5', '4']"
On the Geometry of Deep Bayesian Active Learning,https://openreview.net/forum?id=bQNosljkHj,4.25,"['5', '3', '5', '4']"
The 3TConv: An Intrinsic Approach to Explainable 3D CNNs,https://openreview.net/forum?id=l_LGi6xeNT9,4.25,"['3', '6', '3', '5']"
